Page,Review_ID,Author_Name,Rating_Stars,Review_Title,Review_Text,City,Posted_Date,Helpful_Count,Certified_Buyer,Converted_Date,Sentiment,Misspelled_Title_Words,Misspelled_Text_Words,Cleaned_Review_Title,Cleaned_Review_Text,Tokenized_Review_Title,Tokenized_Review_Text,review_length,length_category,dominant_topic,aspects,complaints,has_complaint
37,P37_REV_012,Aditya Tekam,5.0,Simply awesome,"10/10 phone fully satisfied, I love it.",Nagpur,1 month ago,1,Yes,2025-10-27 04:25:15.125000,2,[],[],simply awesome,phone fully satisfied love,"['simply', 'awesome']","['phone', 'fully', 'satisfied', 'love']",39,short,1,[],[],False
37,P37_REV_015,JATIN  Rajput,5.0,Just wow!,GOOD,Karnal,1 month ago,1,Yes,2025-10-27 04:25:15.125003,2,[],[],wow,good,['wow'],['good'],4,short,0,[],[],False
37,P37_REV_016,Sekh Raju,5.0,Terrific,Very good experience,Burdwan,2 months ago,1,Yes,2025-09-27 04:25:15.125006,2,[],[],terrific,good experience,['terrific'],"['good', 'experience']",20,short,8,[],[],False
38,P38_REV_015,Ram ratan Palsania,3.0,Good,After one month of proper use i figured out Camera is not too good as much as youtubers shows in their video with snapdragon 8gen3 performance and battery performance also improved but facing heating issues overall nothing big issues detected if you want to go for a bloatware free android experience must go for samsung and also in 39k price it is a good deal 🤝,Sikar,24 days ago,2,Yes,2025-11-02 04:25:15.125010,1,[],['youtubers'],good,one month proper use figured camera not good much youtube show video snapdragon 8gen3 performance battery performance also improved facing heating issue overall nothing big issue detected want bloatware free android experience must samsung also price good deal,['good'],"['one', 'month', 'proper', 'use', 'figured', 'camera', 'not', 'good', 'much', 'youtube', 'show', 'video', 'snapdragon', '8gen3', 'performance', 'battery', 'performance', 'also', 'improved', 'facing', 'heating', 'issue', 'overall', 'nothing', 'big', 'issue', 'detected', 'want', 'bloatware', 'free', 'android', 'experience', 'must', 'samsung', 'also', 'price', 'good', 'deal']",362,long,9,"['camera', 'battery', 'performance', 'heating']","['heating', 'camera', 'battery', 'performance', 'price', 'software']",True
38,P38_REV_016,Flipkart Customer,3.0,Nice,"It's heating up like crazy, in just 5 minutes of setting up the phone it was already pretty hot. The battery is also draining super fast. It does not feel like old samsung phone as the UI and the look feels like an imitation of iphone. The Camera is not as great as mentioned by various reviewers either.For this price it's not worth it.Think twice before buying.",Srinagar,1 month ago,2,Yes,2025-10-27 04:25:15.125013,1,[],[],nice,heating like crazy minute setting phone wa already pretty hot battery also draining super fast doe not feel like old samsung phone look feel like imitation iphone camera not great mentioned various reviewer either price not worth think twice buying,['nice'],"['heating', 'like', 'crazy', 'minute', 'setting', 'phone', 'wa', 'already', 'pretty', 'hot', 'battery', 'also', 'draining', 'super', 'fast', 'doe', 'not', 'feel', 'like', 'old', 'samsung', 'phone', 'look', 'feel', 'like', 'imitation', 'iphone', 'camera', 'not', 'great', 'mentioned', 'various', 'reviewer', 'either', 'price', 'not', 'worth', 'think', 'twice', 'buying']",363,long,4,"['camera', 'battery', 'performance', 'heating']","['heating', 'camera', 'battery', 'price']",True
38,P38_REV_009,Amit Roy,4.0,Delightful,Ita really,Jalpaiguri,1 month ago,1,Yes,2025-10-27 04:25:15.125016,2,[],[],delightful,ita really,['delightful'],"['ita', 'really']",10,short,0,[],[],False
38,P38_REV_012,Swarit Krishna Sah,5.0,Terrific,"The Samsung Galaxy S24 is a compact yet powerful flagship that perfectly balances performance, design, and practicality. Its Exynos 2400 chip delivers smooth multitasking and gaming, while the Dynamic AMOLED 2X 120Hz display offers stunning visuals. The camera system excels in detail and low light, and battery life comfortably lasts a full day, though 25W charging feels a bit slow.With One UI 6.1 + Galaxy AI, the software experience feels smart and intuitive, and 7 years of updates ensure l...",Greater Noida,1 month ago,1,Yes,2025-10-27 04:25:15.125019,2,[],"['practicality.', 'exynos', 'amoled']",terrific,samsung galaxy compact yet powerful flagship perfectly balance performance design practically expo chip delivers smooth multitasking gaming dynamic moved display offer stunning visuals camera system excels detail low light battery life comfortably last full day though charging feel bit slow one galaxy software experience feel smart intuitive year update ensure,['terrific'],"['samsung', 'galaxy', 'compact', 'yet', 'powerful', 'flagship', 'perfectly', 'balance', 'performance', 'design', 'practically', 'expo', 'chip', 'delivers', 'smooth', 'multitasking', 'gaming', 'dynamic', 'moved', 'display', 'offer', 'stunning', 'visuals', 'camera', 'system', 'excels', 'detail', 'low', 'light', 'battery', 'life', 'comfortably', 'last', 'full', 'day', 'though', 'charging', 'feel', 'bit', 'slow', 'one', 'galaxy', 'software', 'experience', 'feel', 'smart', 'intuitive', 'year', 'update', 'ensure']",498,long,5,"['camera', 'battery', 'performance', 'display']","['camera', 'battery', 'performance', 'display', 'software', 'design']",True
38,P38_REV_011,venkatasubabrao somisetty,5.0,Perfect product!,Good and comfortable,Eluru,1 month ago,1,Yes,2025-10-27 04:25:15.125022,2,[],[],perfect product,good comfortable,"['perfect', 'product']","['good', 'comfortable']",20,short,1,[],[],False
38,P38_REV_014,Akshit Chauhan,5.0,Great product,Guys overall phone is good but if you are heavy user you need to charge it twice a day 1 camera is too good i really like2 performance of phone is also very smooth3 yess there is heating issues sometime in basic task but not in extreme mild heat only4 display is very good even in sunlight 5 over all a good package desing is premium You guys can go with it if you are not a gamer,Shimla,1 month ago,1,Yes,2025-10-27 04:25:15.125025,2,[],"['yess', 'desing']",great product,guy overall phone good heavy user need charge twice day camera good really performance phone also yes heating issue sometime basic task not extreme mild heat display good even sunlight good package design premium guy not gamer,"['great', 'product']","['guy', 'overall', 'phone', 'good', 'heavy', 'user', 'need', 'charge', 'twice', 'day', 'camera', 'good', 'really', 'performance', 'phone', 'also', 'yes', 'heating', 'issue', 'sometime', 'basic', 'task', 'not', 'extreme', 'mild', 'heat', 'display', 'good', 'even', 'sunlight', 'good', 'package', 'design', 'premium', 'guy', 'not', 'gamer']",380,long,4,"['camera', 'performance', 'display', 'heating']","['heating', 'camera', 'performance', 'display', 'design']",True
38,P38_REV_013,Hasmukh  Raval,5.0,Terrific,"The phone's design is sleek and modern, offering a comfortable feel in hand. Its performance is incredibly smooth, thanks to the powerful processor and ample RAM. The display is vibrant and bright, making content consumption a pleasure. The camera system captures stunning photos and videos in various lighting conditions. Overall, this phone offers a premium experience with its impressive features and capabilities.Thanks Flipkar as well...",Vadodara,1 month ago,1,Yes,2025-10-27 04:25:15.125028,2,[],['flipkar'],terrific,phone design sleek modern offering comfortable feel hand performance incredibly smooth thanks powerful processor ample ram display vibrant bright making content consumption pleasure camera system capture stunning photo video various lighting condition overall phone offer premium experience impressive feature capability thanks flickr well,['terrific'],"['phone', 'design', 'sleek', 'modern', 'offering', 'comfortable', 'feel', 'hand', 'performance', 'incredibly', 'smooth', 'thanks', 'powerful', 'processor', 'ample', 'ram', 'display', 'vibrant', 'bright', 'making', 'content', 'consumption', 'pleasure', 'camera', 'system', 'capture', 'stunning', 'photo', 'video', 'various', 'lighting', 'condition', 'overall', 'phone', 'offer', 'premium', 'experience', 'impressive', 'feature', 'capability', 'thanks', 'flickr', 'well']",442,long,7,"['camera', 'performance', 'display', 'heating']","['heating', 'camera', 'battery', 'performance', 'display', 'design']",True
38,P38_REV_008,Vivan  Jewriya,4.0,Good quality product,the phone is amezing camera is very good display is amazing and the performance is also amazing but the bettry is decent i mean if u are a havy user with minimum of 10 hour of screen on time then u sholud leave it because u have charge it once or twise in a day.,Muzaffarnagar District,1 month ago,1,Yes,2025-10-27 04:25:15.125031,2,[],"['amezing', 'bettry', 'havy', 'sholud', 'twise']",good quality product,phone amazing camera good display amazing performance also amazing betty decent mean user minimum hour screen time leave charge twice day,"['good', 'quality', 'product']","['phone', 'amazing', 'camera', 'good', 'display', 'amazing', 'performance', 'also', 'amazing', 'betty', 'decent', 'mean', 'user', 'minimum', 'hour', 'screen', 'time', 'leave', 'charge', 'twice', 'day']",262,long,4,"['camera', 'performance', 'display']","['camera', 'performance', 'display']",True
38,P38_REV_007,Manpreet  Singh,5.0,Best in the market!,"Great Phone,, Awesome Camera, Awesome Display,  Awesome Speed, Worth it.",Chandigarh,10 months ago,1,Yes,2025-01-30 04:25:15.125034,2,[],[],best market,great phone awesome camera awesome display awesome speed worth,"['best', 'market']","['great', 'phone', 'awesome', 'camera', 'awesome', 'display', 'awesome', 'speed', 'worth']",72,medium,3,"['camera', 'performance', 'display']","['camera', 'performance', 'display']",True
38,P38_REV_010,Abhijit Nagre,3.0,Good,One star less for Exynos processor. Review after 6 months of use.Avoid phones with Exynos. Big lag in processing in every process. Irritating. Give feeling of buffering in earlier days on internet.,Nagpur,4 months ago,3,Yes,2025-07-29 04:25:15.125037,1,[],"['exynos', 'exynos.', 'buffering']",good,one star less expo processor review month use avoid phone expo big lag processing every process irritating give feeling suffering earlier day internet,['good'],"['one', 'star', 'less', 'expo', 'processor', 'review', 'month', 'use', 'avoid', 'phone', 'expo', 'big', 'lag', 'processing', 'every', 'process', 'irritating', 'give', 'feeling', 'suffering', 'earlier', 'day', 'internet']",197,medium,1,['performance'],['performance'],True
39,P39_REV_015,Alok  Nigam,3.0,Fair,I am iphone user this is not for me type too much heat and lag,Pimpri Chinchwad,1 month ago,1,Yes,2025-10-27 04:25:15.125040,1,[],[],fair,iphone user not type much heat lag,['fair'],"['iphone', 'user', 'not', 'type', 'much', 'heat', 'lag']",62,medium,1,"['performance', 'heating']","['heating', 'performance']",True
39,P39_REV_014,Gopalakrishnan R,3.0,Terrific purchase,Worth it,Salem,1 month ago,0,Yes,2025-10-27 04:25:15.125043,1,[],[],terrific purchase,worth,"['terrific', 'purchase']",['worth'],8,short,0,[],[],False
39,P39_REV_011,Falguni Padhan,3.0,Just okay,Heating On 5g network,Bargarh District,1 month ago,1,Yes,2025-10-27 04:25:15.125046,1,[],[],okay,heating network,['okay'],"['heating', 'network']",21,short,0,['heating'],['heating'],True
39,P39_REV_009,Flipkart Customer,3.0,Good,Small Battery,Surat,16 days ago,1,Yes,2025-11-10 04:25:15.125049,1,[],[],good,small battery,['good'],"['small', 'battery']",13,short,4,['battery'],['battery'],True
39,P39_REV_007,Shanthini BS,1.0,Unsatisfactory,"NEVER EVER BUY FROM FLIPKART.In this day and age, when we have a genuine reason as to why we should return a product, the same is rejected stating it is not in the policy. I have tried 3-4 times and the customer service is pathetic. No matter what happens please buy your mobiles only from AZ or the direct online store. FLIPKART is very unresponsive as a middleman and it is like talking to a wall.In other countries, people return the phone after using and get the preferred one, even after ...",Coimbatore,"Oct, 2024",211,Yes,,0,[],['middleman'],unsatisfactory,never ever buy flipkart day age genuine reason return product rejected stating not policy tried time customer service pathetic no matter happens please buy mobile direct online store flipkart unresponsive middleton like talking wall country people return phone using get preferred one even,['unsatisfactory'],"['never', 'ever', 'buy', 'flipkart', 'day', 'age', 'genuine', 'reason', 'return', 'product', 'rejected', 'stating', 'not', 'policy', 'tried', 'time', 'customer', 'service', 'pathetic', 'no', 'matter', 'happens', 'please', 'buy', 'mobile', 'direct', 'online', 'store', 'flipkart', 'unresponsive', 'middleton', 'like', 'talking', 'wall', 'country', 'people', 'return', 'phone', 'using', 'get', 'preferred', 'one', 'even']",496,long,0,[],"['software', 'returns']",True
39,P39_REV_008,Trilok  Singh,3.0,Nice,Battery problem facing,Ghaziabad,4 days ago,1,Yes,2025-11-22 04:25:15.125055,1,[],[],nice,battery problem facing,['nice'],"['battery', 'problem', 'facing']",22,short,4,['battery'],['battery'],True
39,P39_REV_016,Ankush Sahani,3.0,Just okay,Very good phone under 40k flagship level proformance and camera but decent battery life,Gorakhpur,1 month ago,1,Yes,2025-10-27 04:25:15.125058,1,[],['proformance'],okay,good phone flagship level performance camera decent battery life,['okay'],"['good', 'phone', 'flagship', 'level', 'performance', 'camera', 'decent', 'battery', 'life']",87,medium,7,"['camera', 'battery', 'performance']","['camera', 'battery', 'performance']",True
39,P39_REV_010,GOPICHAND MALOTH,3.0,Fair,Phone heating,Kagaznagar,30 days ago,1,Yes,2025-10-27 04:25:15.125062,1,[],[],fair,phone heating,['fair'],"['phone', 'heating']",13,short,9,['heating'],['heating'],True
39,P39_REV_012,Jawahar Singh,3.0,Good,Whatapps video call heating problem,Jammu,1 month ago,0,Yes,2025-10-27 04:25:15.125065,1,[],[],good,whatapps video call heating problem,['good'],"['whatapps', 'video', 'call', 'heating', 'problem']",35,short,6,['heating'],['heating'],True
39,P39_REV_013,Sangram Keshari Mohanty,3.0,Good,All is good but battery performance very low,Hyderabad,1 month ago,0,Yes,2025-10-27 04:25:15.125068,1,[],[],good,good battery performance low,['good'],"['good', 'battery', 'performance', 'low']",44,short,9,"['battery', 'performance']","['battery', 'performance']",True
40,P40_REV_014,Chandrashekhar Reddy,3.0,Does the job,"Mobile is awesome,  but battery is very bad",Bengaluru,1 month ago,0,Yes,2025-10-27 04:25:15.125071,1,[],[],doe job,mobile awesome battery bad,"['doe', 'job']","['mobile', 'awesome', 'battery', 'bad']",43,short,8,['battery'],['battery'],True
40,P40_REV_013,Flipkart Customer,3.0,Nice,"To the point while using this flagship for day It's heating a lot and battery is draining fast though its design and performance is quiet good at this price seg Since it is heating like hell in a normal use  , my excitement turn into disappointment U should go for another phone If u are OK with heating probo.. then u can buy it It's definitely handy phone feels premium but edges are not smooth",Patna Division,1 month ago,0,Yes,2025-10-27 04:25:15.125074,1,[],['probo..'],nice,point using flagship day heating lot battery draining fast though design performance quiet good price seg since heating like hell normal use excitement turn disappointment another phone heating probe buy definitely handy phone feel premium edge not smooth,['nice'],"['point', 'using', 'flagship', 'day', 'heating', 'lot', 'battery', 'draining', 'fast', 'though', 'design', 'performance', 'quiet', 'good', 'price', 'seg', 'since', 'heating', 'like', 'hell', 'normal', 'use', 'excitement', 'turn', 'disappointment', 'another', 'phone', 'heating', 'probe', 'buy', 'definitely', 'handy', 'phone', 'feel', 'premium', 'edge', 'not', 'smooth']",396,long,7,"['battery', 'performance', 'heating']","['heating', 'battery', 'performance', 'price', 'software', 'design']",True
40,P40_REV_016,Flipkart Customer,3.0,Decent product,Battery problem bas,Pune Division,1 month ago,1,Yes,2025-10-27 04:25:15.125077,1,[],[],decent product,battery problem ba,"['decent', 'product']","['battery', 'problem', 'ba']",19,short,4,['battery'],['battery'],True
40,P40_REV_011,Swapnil Bhosle,3.0,Fair,A good phone. Only drawback is battery capacity .,Navi Mumbai,1 month ago,1,Yes,2025-10-27 04:25:15.125080,1,[],[],fair,good phone drawback battery capacity,['fair'],"['good', 'phone', 'drawback', 'battery', 'capacity']",49,short,8,['battery'],['battery'],True
40,P40_REV_008,Deepak Jangid,3.0,Good,It have heating issue When you open camera for 5 to 10 minutes. It's camera also not that good enough. In this price range other phones gives much better performance and camera clearity and features.,New Delhi,1 month ago,1,Yes,2025-10-27 04:25:15.125083,1,[],['clearity'],good,heating issue open camera minute camera also not good enough price range phone give much better performance camera clarity feature,['good'],"['heating', 'issue', 'open', 'camera', 'minute', 'camera', 'also', 'not', 'good', 'enough', 'price', 'range', 'phone', 'give', 'much', 'better', 'performance', 'camera', 'clarity', 'feature']",199,medium,9,"['camera', 'performance', 'heating']","['heating', 'camera', 'performance', 'price']",True
40,P40_REV_009,Subhash  Kumar,3.0,Decent product,Battary poor,Saran Division,1 month ago,1,Yes,2025-10-27 04:25:15.125086,1,[],['battary'],decent product,battery poor,"['decent', 'product']","['battery', 'poor']",12,short,5,['battery'],['battery'],True
40,P40_REV_010,Flipkart Customer,3.0,Does the job,I used this phone for 1 week i found smoe lags and phone is heating a lot,Hyderabad,1 month ago,1,Yes,2025-10-27 04:25:15.125089,1,[],"['smoe', 'lags']",doe job,used phone week found tag phone heating lot,"['doe', 'job']","['used', 'phone', 'week', 'found', 'tag', 'phone', 'heating', 'lot']",73,medium,6,['heating'],['heating'],True
40,P40_REV_012,Saurabh  Kumar Singh,3.0,Decent product,Heating issue is genuine. Rest everything is average.,Prayagraj,1 month ago,1,Yes,2025-10-27 04:25:15.125092,1,[],[],decent product,heating issue genuine rest everything average,"['decent', 'product']","['heating', 'issue', 'genuine', 'rest', 'everything', 'average']",53,medium,9,['heating'],"['heating', 'software']",True
40,P40_REV_007,Bijoy Barman,3.0,Decent product,It's s grate smart phone in this budget,Haldibari,1 month ago,1,Yes,2025-10-27 04:25:15.125095,1,[],['grate'],decent product,rate smart phone budget,"['decent', 'product']","['rate', 'smart', 'phone', 'budget']",39,short,4,[],[],False
40,P40_REV_015,Flipkart Customer,3.0,Fair,It is great premium compact phone under 40k. But facing heating issue since day 1. Some say that the software takes time to analyse the usage pattern and save battery and not to get heated. Need to see. But this level of heating issue is not expected from a premium smartphone,Bengaluru,1 month ago,1,Yes,2025-10-27 04:25:15.125098,1,[],[],fair,great premium compact phone facing heating issue since day say software take time analyse usage pattern save battery not get heated need see level heating issue not expected premium smartphone,['fair'],"['great', 'premium', 'compact', 'phone', 'facing', 'heating', 'issue', 'since', 'day', 'say', 'software', 'take', 'time', 'analyse', 'usage', 'pattern', 'save', 'battery', 'not', 'get', 'heated', 'need', 'see', 'level', 'heating', 'issue', 'not', 'expected', 'premium', 'smartphone']",276,long,1,"['battery', 'heating']","['heating', 'battery', 'software', 'design']",True
41,P41_REV_011,Kiran,5.0,Classy product,Awesome mobile good price,Hisar District,Today,0,Yes,,2,[],[],classy product,awesome mobile good price,"['classy', 'product']","['awesome', 'mobile', 'good', 'price']",25,short,1,[],['price'],True
41,P41_REV_016,Vicky Sher,5.0,Worth every penny,Gd,Koraput District,Today,0,Yes,,2,[],[],worth every penny,,"['worth', 'every', 'penny']",[],2,short,0,[],[],False
41,P41_REV_013,Satyajit  Dhamudia,4.0,Wonderful,Good,Viramgam,Today,0,Yes,,2,[],[],wonderful,good,['wonderful'],['good'],4,short,0,[],[],False
41,P41_REV_012,Sanju Gamit,5.0,Wonderful,Absolutely good,Vapi,Today,0,Yes,,2,[],[],wonderful,absolutely good,['wonderful'],"['absolutely', 'good']",15,short,2,[],[],False
41,P41_REV_015,Bhaskar Talukdar,5.0,Must buy!,The product is very good performance and battery backup is good mobile in hand feelings smoothness very better than other mobile camera quality also good video quality superb 👌 👍,Kamrup,Today,0,Yes,,2,[],[],must buy,product good performance battery backup good mobile hand feeling smoothness better mobile camera quality also good video quality superb,"['must', 'buy']","['product', 'good', 'performance', 'battery', 'backup', 'good', 'mobile', 'hand', 'feeling', 'smoothness', 'better', 'mobile', 'camera', 'quality', 'also', 'good', 'video', 'quality', 'superb']",178,medium,8,"['camera', 'battery', 'performance']","['camera', 'battery', 'performance', 'quality']",True
41,P41_REV_009,Rudraksh Dubey,3.0,Decent product,It has wrost battery performance and literally I am warning these who are going to purchase a mobile which is almost 60k  it has terrible heat problem if you have AC go for it if not don't ever purchase it as in normal use it heats like a burnt coal,Sagar,1 month ago,3,Yes,2025-10-27 04:25:15.125125,1,[],['wrost'],decent product,ha worst battery performance literally warning going purchase mobile almost ha terrible heat problem not ever purchase normal use heat like burnt coal,"['decent', 'product']","['ha', 'worst', 'battery', 'performance', 'literally', 'warning', 'going', 'purchase', 'mobile', 'almost', 'ha', 'terrible', 'heat', 'problem', 'not', 'ever', 'purchase', 'normal', 'use', 'heat', 'like', 'burnt', 'coal']",249,long,3,"['battery', 'performance', 'heating']","['heating', 'battery', 'performance']",True
41,P41_REV_010,Roufur Rohim,4.0,Good quality product,Good 👍,Haora District,9 months ago,1,Yes,2025-03-01 04:25:15.125129,2,[],[],good quality product,good,"['good', 'quality', 'product']",['good'],6,short,0,[],[],False
41,P41_REV_008,Vishv Vikas Patidar,3.0,Does the job,camera quality is not good,Jaipur,1 month ago,3,Yes,2025-10-27 04:25:15.125132,1,[],[],doe job,camera quality not good,"['doe', 'job']","['camera', 'quality', 'not', 'good']",26,short,9,['camera'],"['camera', 'quality']",True
41,P41_REV_007,Devang Gupta,5.0,Brilliant,"Upgraded to 16 from 13, feels like coming to a new world 😂😂",Bangalore Division,2 months ago,1,Yes,2025-09-27 04:25:15.125135,2,[],[],brilliant,upgraded feel like coming new world,['brilliant'],"['upgraded', 'feel', 'like', 'coming', 'new', 'world']",59,medium,4,[],[],False
41,P41_REV_014,Nil Deka,4.0,Good choice,Phone heats a lot using camera..,Kamrup,Today,0,Yes,,2,[],[],good choice,phone heat lot using camera,"['good', 'choice']","['phone', 'heat', 'lot', 'using', 'camera']",32,short,6,"['camera', 'heating']","['heating', 'camera']",True
42,P42_REV_011,Bhupender Kumar,4.0,Worth the money,Mobile is very good 👍,Mathura,3 days ago,0,Yes,2025-11-23 04:25:15.125140,2,[],[],worth money,mobile good,"['worth', 'money']","['mobile', 'good']",21,short,1,[],[],False
42,P42_REV_015,Flipkart Customer,4.0,Really Nice,Ok,Silchar,3 days ago,0,Yes,2025-11-23 04:25:15.125143,2,[],[],really nice,,"['really', 'nice']",[],2,short,0,[],[],False
42,P42_REV_016,Abhay  Pradhan,5.0,Worth every penny,It's a classy phone!!,Sambalpur,3 days ago,0,Yes,2025-11-23 04:25:15.125146,2,[],[],worth every penny,classy phone,"['worth', 'every', 'penny']","['classy', 'phone']",21,short,0,[],[],False
42,P42_REV_012,Dilshad  Khan,5.0,Terrific purchase,"I just love my S24, Dilshad's S24 suits on me",Sagar,3 days ago,0,Yes,2025-11-23 04:25:15.125149,2,[],[],terrific purchase,love dilshad suit,"['terrific', 'purchase']","['love', 'dilshad', 'suit']",45,short,0,[],['software'],True
42,P42_REV_014,Shek Sahabuddin,5.0,Must buy!,Good phone,Visakhapatnam,3 days ago,0,Yes,2025-11-23 04:25:15.125152,2,[],[],must buy,good phone,"['must', 'buy']","['good', 'phone']",10,short,9,[],[],False
42,P42_REV_009,jitendra kumar pradhan,5.0,Brilliant,"There is no need for further elaboration. The provided images effectively showcase the excellent camera capabilities of this phone. However, in practical daily use, the device experiences battery backup issues due to its relatively low battery capacity of only 4000mAh.",Debagarh District,1 day ago,0,Yes,2025-11-25 04:25:15.125155,2,[],[],brilliant,no need elaboration provided image effectively showcase excellent camera capability phone however practical daily use device experience battery backup issue due relatively low battery capacity,['brilliant'],"['no', 'need', 'elaboration', 'provided', 'image', 'effectively', 'showcase', 'excellent', 'camera', 'capability', 'phone', 'however', 'practical', 'daily', 'use', 'device', 'experience', 'battery', 'backup', 'issue', 'due', 'relatively', 'low', 'battery', 'capacity']",269,long,8,"['camera', 'battery']","['camera', 'battery']",True
42,P42_REV_008,SHAIK GOUSE BASHA,5.0,Highly recommended,Excellent 👍🏻 flagship flagship only... Samsung never disappoints with flagship phone 📱,Muniyappan Kovil,1 day ago,0,Yes,2025-11-25 04:25:15.125158,2,[],['disappoints'],highly recommended,excellent flagship samsung never disappoint flagship phone,"['highly', 'recommended']","['excellent', 'flagship', 'samsung', 'never', 'disappoint', 'flagship', 'phone']",86,medium,1,['performance'],['performance'],True
42,P42_REV_013,CHETAN KACHARE,5.0,Must buy!,Awesome picture quality and good build Quality n des,Pimpri Chinchwad,3 days ago,0,Yes,2025-11-23 04:25:15.125161,2,[],[],must buy,awesome picture quality good build quality de,"['must', 'buy']","['awesome', 'picture', 'quality', 'good', 'build', 'quality', 'de']",52,medium,8,['camera'],"['camera', 'software', 'design', 'quality']",True
42,P42_REV_010,VINAY KUMAR,5.0,Classy product,According to price Awesome 👌,New Delhi,2 days ago,0,Yes,2025-11-24 04:25:15.125164,2,[],[],classy product,according price awesome,"['classy', 'product']","['according', 'price', 'awesome']",28,short,4,[],['price'],True
42,P42_REV_007,Nitish Kumar  Suman,5.0,Best in the market!,Best phone,Siwan District,1 day ago,0,Yes,2025-11-25 04:25:15.125167,2,[],[],best market,best phone,"['best', 'market']","['best', 'phone']",10,short,6,[],[],False
43,P43_REV_010,Noor Maan,5.0,Best in the market!,Very good 👍👍👍👍,Gidderbaha,4 days ago,0,Yes,2025-11-22 04:25:15.125170,2,[],[],best market,good,"['best', 'market']",['good'],14,short,0,[],[],False
43,P43_REV_016,MOHSIN  ANSARI,5.0,Excellent,Awesome 👌,Unchahar,6 days ago,0,Yes,2025-11-20 04:25:15.125173,2,[],[],excellent,awesome,['excellent'],['awesome'],9,short,0,[],[],False
43,P43_REV_015,Raj Yuvraj sinh,5.0,Excellent,Amazing  q,Anand District,6 days ago,0,Yes,2025-11-20 04:25:15.125176,2,[],[],excellent,amazing,['excellent'],['amazing'],10,short,0,[],[],False
43,P43_REV_009,MOON  BARUAH,4.0,Worth the money,Great 👍,Lower Assam Division,4 days ago,0,Yes,2025-11-22 04:25:15.125179,2,[],[],worth money,great,"['worth', 'money']",['great'],7,short,0,[],[],False
43,P43_REV_008,Rajnish Kumar,2.0,Bad quality,Bettry backup is very poor.Phone setting functions should have been simple.,Baghpat,4 days ago,1,Yes,2025-11-22 04:25:15.125181,0,[],['bettry'],bad quality,betty backup poor phone setting function simple,"['bad', 'quality']","['betty', 'backup', 'poor', 'phone', 'setting', 'function', 'simple']",75,medium,8,[],['battery'],True
43,P43_REV_007,MAKHIAN,5.0,Mind-blowing purchase,Camera quality and performance is top notch 👌  and I've been using it for 2 months.  The only problem is battery otherwise is the best phone,Jaintia Hills District,4 days ago,0,Yes,2025-11-22 04:25:15.125184,2,[],[],mind blowing purchase,camera quality performance top notch using month problem battery otherwise best phone,"['mind', 'blowing', 'purchase']","['camera', 'quality', 'performance', 'top', 'notch', 'using', 'month', 'problem', 'battery', 'otherwise', 'best', 'phone']",140,medium,8,"['camera', 'battery', 'performance']","['camera', 'battery', 'performance', 'quality']",True
43,P43_REV_011,Lalit Kumar,5.0,Fabulous!,Best phone in overall parformnace,Faridabad,5 days ago,0,Yes,2025-11-21 04:25:15.125193,2,[],['parformnace'],fabulous,best phone overall performance,['fabulous'],"['best', 'phone', 'overall', 'performance']",33,short,6,['performance'],['performance'],True
43,P43_REV_014,Bobby Tati,5.0,Best in the market!,Good 👍,Pune,5 days ago,0,Yes,2025-11-21 04:25:15.125195,2,[],[],best market,good,"['best', 'market']",['good'],6,short,0,[],[],False
43,P43_REV_013,Chitul  Das,5.0,Just wow!,Power house,Kochpara,5 days ago,0,Yes,2025-11-21 04:25:15.125198,2,[],[],wow,power house,['wow'],"['power', 'house']",11,short,0,[],['battery'],True
43,P43_REV_012,Ajay Ajay,5.0,Terrific,Very nice mobile,Chandigarh,5 days ago,0,Yes,2025-11-21 04:25:15.125201,2,[],[],terrific,nice mobile,['terrific'],"['nice', 'mobile']",16,short,3,[],[],False
44,P44_REV_011,Rajendra Thakur,4.0,Good choice,I love this phone,Jabalpur Division,6 days ago,0,Yes,2025-11-20 04:25:15.125204,2,[],[],good choice,love phone,"['good', 'choice']","['love', 'phone']",17,short,0,[],[],False
44,P44_REV_010,Flipkart Customer,5.0,Just wow!,Best flagship phone for this price .,Hyderabad,6 days ago,0,Yes,2025-11-20 04:25:15.125207,2,[],[],wow,best flagship phone price,['wow'],"['best', 'flagship', 'phone', 'price']",36,short,6,['performance'],"['performance', 'price']",True
44,P44_REV_009,Avirup Pal,5.0,Highly recommended,Great,Kolkata,6 days ago,0,Yes,2025-11-20 04:25:15.125210,2,[],[],highly recommended,great,"['highly', 'recommended']",['great'],5,short,0,[],[],False
44,P44_REV_008,SRav Tanwar,2.0,Not good,Apple is more more better than this stupid,Barsana,6 days ago,1,Yes,2025-11-20 04:25:15.125213,0,[],[],not good,apple better stupid,"['not', 'good']","['apple', 'better', 'stupid']",42,short,0,[],[],False
44,P44_REV_016,Kapil Rawani,5.0,Worth every penny,Very good,Dhanbad District,6 days ago,0,Yes,2025-11-20 04:25:15.125216,2,[],[],worth every penny,good,"['worth', 'every', 'penny']",['good'],9,short,0,[],[],False
44,P44_REV_012,Flipkart Customer,5.0,Awesome,"Must buy, one of the performance phone in below 40k",Bangalore Division,6 days ago,0,Yes,2025-11-20 04:25:15.125219,2,[],[],awesome,must buy one performance phone,['awesome'],"['must', 'buy', 'one', 'performance', 'phone']",51,medium,4,['performance'],['performance'],True
